,0,1,2,3,4,5,6,7,8
78741,2016/6/29,0:14:11,4.0,0.0,0.05,52.73,36.0,32.0,30
78742,2016/6/29,0:14:17,4.0,0.0,0.04,45.26,36.0,32.0,30
78743,2016/6/29,0:14:23,4.0,0.0,0.04,41.94,36.0,32.0,30
78744,2016/6/29,0:14:30,4.0,0.0,0.04,41.94,36.0,32.0,30
78745,2016/6/29,0:14:36,4.0,0.0,0.04,50.24,36.0,32.0,30
78746,2016/6/29,0:14:42,4.0,0.0,0.04,43.6,36.0,32.0,30
78747,2016/6/29,0:14:48,4.0,0.0,0.05,58.54,36.0,32.0,30
78748,2016/6/29,0:14:54,4.0,0.0,0.04,61.04,36.0,32.0,30
78749,2016/6/29,0:15:0,4.0,0.0,0.04,46.09,36.0,32.0,30
78750,2016/6/29,0:15:6,4.0,0.0,0.04,54.39,36.0,32.0,30
78751,2016/6/29,0:15:12,4.0,0.0,0.04,52.73,36.0,32.0,30
78752,2016/6/29,0:15:18,4.0,0.0,0.04,46.92,36.0,32.0,30
78753,2016/6/29,0:15:24,4.0,0.0,0.04,56.05,36.0,32.0,30
78754,2016/6/29,0:15:30,4.0,0.0,0.04,32.81,36.0,32.0,30
78755,2016/6/29,0:15:36,4.0,0.0,0.04,39.45,36.0,32.0,30
78756,2016/6/29,0:15:42,4.0,0.0,0.04,59.37,36.0,32.0,30
78757,2016/6/29,0:15:48,4.0,0.0,0.04,49.41,36.0,32.0,30
78758,2016/6/29,0:15:55,4.0,0.0,0.04,52.73,36.0,32.0,30
78759,2016/6/29,0:16:1,4.0,0.0,0.04,29.49,36.0,32.0,30
78760,2016/6/29,0:16:7,4.0,0.0,0.04,50.24,36.0,32.0,30
78761,2016/6/29,0:16:13,4.0,0.0,0.04,45.26,36.0,32.0,30
78762,2016/6/29,0:16:19,4.0,0.0,0.04,46.09,36.0,32.0,30
78763,2016/6/29,0:16:25,4.0,0.0,0.04,47.75,36.0,32.0,30
78764,2016/6/29,0:16:31,4.0,0.0,0.04,51.9,36.0,32.0,30
78765,2016/6/29,0:16:37,4.0,0.0,0.05,48.58,36.0,32.0,30
78766,2016/6/29,0:16:43,4.0,0.0,0.04,53.56,36.0,32.0,30
78767,2016/6/29,0:16:49,4.0,0.0,0.04,51.07,36.0,32.0,30
78768,2016/6/29,0:16:55,4.0,0.0,0.05,51.9,36.0,32.0,30
78769,2016/6/29,0:17:1,4.0,0.0,0.05,39.45,36.0,32.0,30
78770,2016/6/29,0:17:7,4.0,0.0,0.04,45.26,36.0,32.0,30
78771,2016/6/29,0:17:13,4.0,0.0,0.05,46.09,36.0,32.0,30
78772,2016/6/29,0:17:20,4.0,0.0,0.05,41.11,36.0,32.0,30
78773,2016/6/29,0:17:26,4.0,0.0,0.04,44.43,36.0,32.0,30
78774,2016/6/29,0:17:32,4.0,0.0,0.04,41.94,36.0,32.0,30
78775,2016/6/29,0:17:38,4.0,0.0,0.04,61.87,36.0,32.0,30
78776,2016/6/29,0:17:44,4.0,0.0,0.04,48.58,36.0,32.0,30
78777,2016/6/29,0:17:50,4.0,0.0,0.04,51.07,36.0,32.0,30
78778,2016/6/29,0:17:56,4.0,0.0,0.04,34.47,36.0,32.0,30
78779,2016/6/29,0:18:2,4.0,0.0,0.04,41.94,36.0,32.0,30
78780,2016/6/29,0:18:8,4.0,0.0,0.04,57.71,36.0,32.0,30
78781,2016/6/29,0:18:14,4.0,0.0,0.04,49.41,36.0,32.0,30
78782,2016/6/29,0:18:20,4.0,0.0,0.04,51.9,36.0,32.0,30
78783,2016/6/29,0:18:26,4.0,0.0,0.04,50.24,36.0,32.0,30
78784,2016/6/29,0:18:32,4.0,0.0,0.05,43.6,36.0,32.0,30
78785,2016/6/29,0:18:39,4.0,0.0,0.04,44.43,36.0,32.0,30
78786,2016/6/29,0:18:45,4.0,0.0,0.04,42.77,36.0,32.0,30
78787,2016/6/29,0:18:51,4.0,0.0,0.04,42.77,36.0,32.0,30
78788,2016/6/29,0:18:57,4.0,0.0,0.04,43.6,36.0,32.0,30
78789,2016/6/29,0:19:3,4.0,0.0,0.04,44.43,36.0,32.0,30
78790,2016/6/29,0:19:9,4.0,0.0,0.04,43.6,36.0,32.0,30
78791,2016/6/29,0:19:15,4.0,0.0,0.04,34.47,36.0,32.0,30
78792,2016/6/29,0:19:21,4.0,0.0,0.04,59.37,36.0,32.0,30
78793,2016/6/29,0:19:27,4.0,0.0,0.04,49.41,36.0,32.0,30
78794,2016/6/29,0:19:33,4.0,0.0,0.04,41.11,36.0,32.0,30
78795,2016/6/29,0:19:39,4.0,0.0,0.04,56.05,36.0,32.0,30
78796,2016/6/29,0:19:45,4.0,0.0,0.04,53.56,36.0,32.0,30
78797,2016/6/29,0:19:51,4.0,0.0,0.04,42.77,36.0,32.0,30
78798,2016/6/29,0:19:57,4.0,0.0,0.04,55.22,36.0,32.0,30
78799,2016/6/29,0:20:4,4.0,0.0,0.04,51.07,36.0,32.0,30
78800,2016/6/29,0:20:10,4.0,0.0,0.04,44.43,36.0,32.0,30
78801,2016/6/29,0:20:16,4.0,0.0,0.05,49.41,36.0,32.0,30
78802,2016/6/29,0:20:22,4.0,0.0,0.04,41.94,36.0,32.0,30
78803,2016/6/29,0:20:28,4.0,0.0,0.04,46.09,36.0,32.0,30
78804,2016/6/29,0:20:34,4.0,0.0,0.04,46.09,36.0,32.0,30
78805,2016/6/29,0:20:40,4.0,0.0,0.04,44.43,36.0,32.0,30
78806,2016/6/29,0:20:46,4.0,0.0,0.04,40.28,36.0,32.0,30
78807,2016/6/29,0:20:52,4.0,0.0,0.04,47.75,36.0,32.0,30
78808,2016/6/29,0:20:58,4.0,0.0,0.04,46.09,36.0,32.0,30
78809,2016/6/29,0:21:4,4.0,0.0,0.04,41.11,36.0,32.0,30
78810,2016/6/29,0:21:10,4.0,0.0,0.04,47.75,36.0,32.0,30
78811,2016/6/29,0:21:16,4.0,0.0,0.04,32.81,36.0,32.0,30
78812,2016/6/29,0:21:22,4.0,0.0,0.04,41.11,36.0,32.0,30
78813,2016/6/29,0:21:29,4.0,0.0,0.05,34.47,36.0,32.0,30
78814,2016/6/29,0:21:35,4.0,0.0,0.05,47.75,36.0,32.0,30
78815,2016/6/29,0:21:41,4.0,0.0,0.04,62.7,36.0,32.0,30
78816,2016/6/29,0:21:47,4.0,0.0,0.04,44.43,36.0,32.0,30
78817,2016/6/29,0:21:53,4.0,0.0,0.05,46.09,36.0,32.0,30
78818,2016/6/29,0:21:59,4.0,0.0,0.04,46.92,36.0,32.0,30
78819,2016/6/29,0:22:5,4.0,0.0,0.04,61.87,36.0,32.0,30
78820,2016/6/29,0:22:11,4.0,0.0,0.04,38.62,36.0,32.0,30
78821,2016/6/29,0:22:17,4.0,0.0,0.04,49.41,36.0,32.0,30
78822,2016/6/29,0:22:23,4.0,0.0,0.05,31.98,36.0,32.0,30
78823,2016/6/29,0:22:29,4.0,0.0,0.04,36.13,36.0,32.0,30
78824,2016/6/29,0:22:35,4.0,0.0,0.05,48.58,36.0,32.0,30
78825,2016/6/29,0:22:41,4.0,0.0,0.05,41.94,36.0,32.0,30
78826,2016/6/29,0:22:47,4.0,0.0,0.04,25.34,36.0,32.0,30
78827,2016/6/29,0:22:54,4.0,0.0,0.04,48.58,36.0,32.0,30
78828,2016/6/29,0:23:0,4.0,0.0,0.04,52.73,36.0,32.0,30
78829,2016/6/29,0:23:6,4.0,0.0,0.05,27.0,36.0,32.0,30
78830,2016/6/29,0:23:12,4.0,0.0,0.04,93.41,36.0,32.0,30
78831,2016/6/29,0:23:18,4.0,0.0,0.04,45.26,36.0,32.0,30
78832,2016/6/29,0:23:24,4.0,0.0,0.04,62.7,37.0,32.0,30
78833,2016/6/29,0:23:30,4.0,0.0,0.05,38.62,37.0,32.0,30
78834,2016/6/29,0:23:36,4.0,0.0,0.04,58.54,36.0,32.0,30
78835,2016/6/29,0:23:42,4.0,0.0,0.04,26.17,37.0,32.0,30
78836,2016/6/29,0:23:48,4.0,0.0,0.05,42.77,36.0,32.0,30
78837,2016/6/29,0:23:54,4.0,0.0,0.05,51.9,36.0,32.0,30
78838,2016/6/29,0:24:0,4.0,0.0,0.04,55.22,36.0,32.0,30
