,0,1,2,3,4,5,6,7,8,9,10
24844,2016/6/2,15:20:49,8.0,0.0,0.00,-88.38,25.0,44.0,111.2,119.16,38
24845,2016/6/2,15:20:56,13.0,16.55,SH,74.32,23.0,42.0,107.6,110.56,37
24846,2016/6/2,15:21:2,12.0,13.38,SH,79.3,24.0,44.0,111.2,118.06,38
24847,2016/6/2,15:21:8,11.0,0.0,SH,79.3,24.0,44.0,111.2,118.06,37
24848,2016/6/2,15:21:14,10.0,0.0,SH,80.13,24.0,44.0,111.2,118.06,37
24849,2016/6/2,15:21:20,10.0,0.0,SH,56.05,23.0,42.0,107.6,110.56,37
24850,2016/6/2,15:21:26,9.0,0.0,SH,67.68,24.0,44.0,111.2,118.06,37
24851,2016/6/2,15:21:32,8.0,0.0,SH,75.98,24.0,44.0,111.2,118.06,37
24852,2016/6/2,15:21:38,9.0,0.0,SH,77.64,24.0,44.0,111.2,118.06,37
24853,2016/6/2,15:21:44,9.0,0.0,SH,77.64,24.0,44.0,111.2,118.06,37
24854,2016/6/2,15:22:23,7.0,0.0,0.00,-92.53,28.0,44.0,111.2,122.64,38
24855,2016/6/2,15:22:29,12.0,12.44,SH,55.22,24.0,44.0,111.2,118.06,38
24856,2016/6/2,15:22:35,12.0,10.97,SH,68.51,24.0,44.0,111.2,118.06,38
24857,2016/6/2,15:22:42,10.0,0.0,SH,69.34,23.0,42.0,107.6,110.56,38
24858,2016/6/2,15:22:48,9.0,0.0,SH,80.13,24.0,44.0,111.2,118.06,38
24859,2016/6/2,15:22:54,8.0,0.0,SH,83.45,24.0,44.0,111.2,118.06,37
24860,2016/6/2,15:23:0,8.0,0.0,SH,69.34,24.0,44.0,111.2,118.06,38
24861,2016/6/2,15:23:6,8.0,0.0,SH,66.02,24.0,44.0,111.2,118.06,37
24862,2016/6/2,15:23:12,8.0,0.0,SH,68.51,24.0,44.0,111.2,118.06,37
24863,2016/6/2,15:23:54,7.0,0.0,0.00,-90.04,26.0,44.0,111.2,120.29,38
24864,2016/6/2,15:24:0,12.0,11.83,SH,85.11,24.0,44.0,111.2,118.06,38
24865,2016/6/2,15:24:6,12.0,10.97,SH,61.04,24.0,44.0,111.2,118.06,38
24866,2016/6/2,15:24:12,10.0,0.0,SH,74.32,24.0,44.0,111.2,118.06,38
24867,2016/6/2,15:24:18,10.0,0.0,SH,80.13,24.0,44.0,111.2,118.06,37
24868,2016/6/2,15:24:24,9.0,0.0,SH,55.22,24.0,44.0,111.2,118.06,37
24869,2016/6/2,15:24:30,8.0,0.0,SH,67.68,24.0,44.0,111.2,118.06,37
24870,2016/6/2,15:24:36,8.0,0.0,SH,85.94,24.0,44.0,111.2,118.06,37
24871,2016/6/2,15:25:18,6.0,0.0,0.00,-90.04,29.0,44.0,111.2,123.87,38
24872,2016/6/2,15:25:24,10.0,0.0,SH,75.98,23.0,44.0,111.2,116.99,38
24873,2016/6/2,15:25:30,10.0,0.0,SH,62.7,24.0,44.0,111.2,118.06,38
24874,2016/6/2,15:25:36,10.0,0.0,SH,75.15,24.0,44.0,111.2,118.06,38
24875,2016/6/2,15:25:43,9.0,0.0,SH,63.53,24.0,44.0,111.2,118.06,38
24876,2016/6/2,15:25:49,9.0,0.0,SH,85.11,24.0,44.0,111.2,118.06,38
24877,2016/6/2,15:25:55,8.0,0.0,SH,77.64,24.0,44.0,111.2,118.06,38
24878,2016/6/2,15:26:1,8.0,0.0,SH,71.83,24.0,44.0,111.2,118.06,38
24879,2016/6/2,15:26:45,7.0,0.0,0.00,-90.87,26.0,44.0,111.2,120.29,38
24880,2016/6/2,15:26:51,12.0,13.38,SH,80.13,24.0,44.0,111.2,118.06,38
24881,2016/6/2,15:26:57,12.0,12.75,SH,66.85,24.0,44.0,111.2,118.06,38
24882,2016/6/2,15:27:3,11.0,10.15,SH,82.62,24.0,44.0,111.2,118.06,38
24883,2016/6/2,15:27:9,11.0,0.0,SH,75.98,24.0,44.0,111.2,118.06,38
24884,2016/6/2,15:27:15,10.0,0.0,SH,75.15,24.0,44.0,111.2,118.06,37
24885,2016/6/2,15:27:22,10.0,0.0,SH,71.0,24.0,44.0,111.2,118.06,37
24886,2016/6/2,15:28:7,8.0,0.0,0.00,-90.04,25.0,43.0,109.4,115.64,38
24887,2016/6/2,15:28:13,13.0,17.32,SH,66.02,24.0,43.0,109.4,114.66,37
24888,2016/6/2,15:28:19,14.0,18.12,SH,79.3,24.0,44.0,111.2,118.06,38
24889,2016/6/2,15:28:25,12.0,12.13,SH,70.17,24.0,43.0,109.4,114.66,38
24890,2016/6/2,15:28:31,11.0,0.0,SH,61.87,24.0,43.0,109.4,114.66,37
24891,2016/6/2,15:28:37,10.0,0.0,SH,71.83,24.0,43.0,109.4,114.66,38
24892,2016/6/2,15:28:43,10.0,0.0,SH,82.62,24.0,43.0,109.4,114.66,37
24893,2016/6/2,15:29:31,9.0,0.0,0.01,-90.04,28.0,43.0,109.4,118.75,38
24894,2016/6/2,15:29:37,14.0,22.05,SH,63.53,24.0,43.0,109.4,114.66,37
24895,2016/6/2,15:29:43,14.0,22.05,SH,75.15,24.0,43.0,109.4,114.66,37
24896,2016/6/2,15:29:49,13.0,15.44,SH,75.15,24.0,43.0,109.4,114.66,37
24897,2016/6/2,15:29:55,11.0,0.0,SH,70.17,24.0,43.0,109.4,114.66,37
24898,2016/6/2,15:30:1,10.0,0.0,SH,101.71,24.0,43.0,109.4,114.66,37
24899,2016/6/2,15:30:50,9.0,0.0,0.00,-81.74,28.0,43.0,109.4,118.75,38
24900,2016/6/2,15:30:56,15.0,23.49,SH,62.7,24.0,43.0,109.4,114.66,38
24901,2016/6/2,15:31:3,15.0,23.49,SH,73.49,24.0,43.0,109.4,114.66,37
24902,2016/6/2,15:31:9,14.0,18.52,SH,94.24,24.0,43.0,109.4,114.66,37
24903,2016/6/2,15:31:15,12.0,13.71,SH,70.17,24.0,43.0,109.4,114.66,37
24904,2016/6/2,15:31:21,12.0,11.54,SH,85.94,24.0,43.0,109.4,114.66,37
24905,2016/6/2,15:31:27,11.0,0.0,SH,78.47,24.0,43.0,109.4,114.66,37
24906,2016/6/2,15:32:11,11.0,0.0,0.01,-90.87,29.0,42.0,107.6,116.01,37
24907,2016/6/2,15:32:18,16.0,31.78,SH,88.43,25.0,42.0,107.6,112.26,37
24908,2016/6/2,15:32:24,15.0,26.04,SH,68.51,25.0,42.0,107.6,112.26,37
24909,2016/6/2,15:32:30,13.0,16.17,SH,71.0,25.0,42.0,107.6,112.26,37
