,0,1,2,3,4,5,6,7,8,9,10
75860,2016/6/10,0:0:2,7.0,0.0,0.07,63.53,32.0,37.0,98.6,101.04,37
75861,2016/6/10,0:0:8,7.0,0.0,0.06,61.87,32.0,37.0,98.6,101.04,37
75862,2016/6/10,0:0:14,7.0,0.0,0.06,62.7,32.0,37.0,98.6,101.04,37
75863,2016/6/10,0:0:21,7.0,0.0,0.06,68.51,32.0,37.0,98.6,101.04,37
75864,2016/6/10,0:0:27,6.0,0.0,0.05,75.98,32.0,37.0,98.6,101.04,37
75865,2016/6/10,0:0:33,6.0,0.0,0.05,69.34,32.0,37.0,98.6,101.04,37
75866,2016/6/10,0:0:39,6.0,0.0,0.04,55.22,32.0,37.0,98.6,101.04,37
75867,2016/6/10,0:0:45,6.0,0.0,0.05,74.32,32.0,37.0,98.6,101.04,37
75868,2016/6/10,0:0:51,6.0,0.0,0.05,59.37,32.0,37.0,98.6,101.04,37
75869,2016/6/10,0:0:57,6.0,0.0,0.05,71.83,32.0,37.0,98.6,101.04,37
75870,2016/6/10,0:1:3,6.0,0.0,0.05,66.02,32.0,37.0,98.6,101.04,37
75871,2016/6/10,0:1:9,6.0,0.0,0.05,68.51,32.0,37.0,98.6,101.04,37
75872,2016/6/10,0:1:16,6.0,0.0,0.05,61.87,32.0,37.0,98.6,101.04,37
75873,2016/6/10,0:1:22,6.0,0.0,0.04,58.54,32.0,37.0,98.6,101.04,37
75874,2016/6/10,0:1:28,6.0,0.0,SH,66.02,32.0,37.0,98.6,101.04,38
75875,2016/6/10,0:1:34,6.0,0.0,SH,57.71,32.0,37.0,98.6,101.04,37
75876,2016/6/10,0:1:40,6.0,0.0,SH,56.05,32.0,37.0,98.6,101.04,37
75877,2016/6/10,0:1:46,6.0,0.0,SH,75.98,32.0,37.0,98.6,101.04,37
75878,2016/6/10,0:1:52,6.0,0.0,SH,65.19,32.0,37.0,98.6,101.04,37
75879,2016/6/10,0:1:58,7.0,0.0,SH,60.21,32.0,37.0,98.6,101.04,37
75880,2016/6/10,0:2:4,7.0,0.0,SH,71.83,32.0,37.0,98.6,101.04,37
75881,2016/6/10,0:2:11,7.0,0.0,SH,66.85,32.0,37.0,98.6,101.04,37
