,0,1,2,3,4,5,6,7,8,9,10
0,2016/5/18,16:22:27,7.0,0.0,76.59,-82.57,41.0,25.0,77.0,78.28,40
1,2016/5/18,16:22:33,44.0,1420.4,SH,45.26,40.0,25.0,77.0,78.23,42
2,2016/5/18,16:22:39,46.0,1786.91,SH,53.56,41.0,25.0,77.0,78.28,42
3,2016/5/18,16:22:45,34.0,476.89,SH,46.92,41.0,26.0,78.8,79.23,42
4,2016/5/18,16:22:51,29.0,256.73,SH,38.62,41.0,26.0,78.8,79.23,41
5,2016/5/18,16:22:57,26.0,167.55,SH,51.9,41.0,26.0,78.8,79.23,41
6,2016/5/18,16:23:3,24.0,128.12,SH,45.26,41.0,26.0,78.8,79.23,41
7,2016/5/18,16:23:9,23.0,98.11,SH,65.19,41.0,26.0,78.8,79.23,41
8,2016/5/18,16:23:15,21.0,78.93,SH,94.24,41.0,26.0,78.8,79.23,41
9,2016/5/18,16:23:21,20.0,64.99,SH,51.07,41.0,26.0,78.8,79.23,40
10,2016/5/18,16:23:27,19.0,55.87,SH,63.53,41.0,26.0,78.8,79.23,40
11,2016/5/18,16:23:33,18.0,44.49,223.13,42.77,41.0,26.0,78.8,79.23,40
12,2016/5/18,16:23:39,17.0,35.66,125.00,46.09,41.0,26.0,78.8,79.23,40
13,2016/5/18,16:23:45,16.0,30.57,76.59,50.24,41.0,26.0,78.8,79.23,39
14,2016/5/18,16:23:52,15.0,26.58,50.10,59.37,41.0,26.0,78.8,79.23,40
15,2016/5/18,16:23:58,15.0,22.52,34.46,66.02,41.0,26.0,78.8,79.23,39
16,2016/5/18,16:24:4,14.0,19.79,34.46,56.88,41.0,26.0,78.8,79.23,39
17,2016/5/18,16:24:10,13.0,17.32,24.65,57.71,42.0,26.0,78.8,79.29,39
18,2016/5/18,16:24:16,13.0,15.44,18.21,74.32,42.0,26.0,78.8,79.29,39
19,2016/5/18,16:24:22,13.0,14.04,18.21,56.88,41.0,26.0,78.8,79.23,39
20,2016/5/18,16:24:28,12.0,13.06,13.81,69.34,42.0,26.0,78.8,79.29,39
21,2016/5/18,16:24:34,12.0,11.54,10.71,53.56,41.0,27.0,80.6,80.44,39
22,2016/5/18,16:24:40,11.0,10.69,8.46,50.24,41.0,27.0,80.6,80.44,39
23,2016/5/18,16:24:46,11.0,0.0,8.46,70.17,41.0,27.0,80.6,80.44,39
24,2016/5/18,16:24:52,11.0,0.0,6.80,68.51,41.0,27.0,80.6,80.44,39
25,2016/5/18,16:24:58,11.0,0.0,6.80,46.09,41.0,27.0,80.6,80.44,39
26,2016/5/18,16:25:4,10.0,0.0,SH,46.92,41.0,27.0,80.6,80.44,40
27,2016/5/18,16:25:10,10.0,0.0,SH,56.88,41.0,27.0,80.6,80.44,40
28,2016/5/18,16:25:16,10.0,0.0,SH,61.04,41.0,27.0,80.6,80.44,40
29,2016/5/18,16:25:22,10.0,0.0,SH,43.6,41.0,27.0,80.6,80.44,40
30,2016/5/18,16:25:29,10.0,0.0,SH,56.88,41.0,27.0,80.6,80.44,39
31,2016/5/18,16:25:35,10.0,0.0,SH,42.77,41.0,27.0,80.6,80.44,39
32,2016/5/18,16:25:41,9.0,0.0,SH,66.02,41.0,27.0,80.6,80.44,39
33,2016/5/18,16:25:47,9.0,0.0,SH,55.22,41.0,27.0,80.6,80.44,40
34,2016/5/18,16:25:53,9.0,0.0,SH,66.85,41.0,27.0,80.6,80.44,39
35,2016/5/18,16:25:59,9.0,0.0,SH,49.41,41.0,27.0,80.6,80.44,39
36,2016/5/18,16:26:5,9.0,0.0,2.72,56.88,41.0,27.0,80.6,80.44,39
37,2016/5/18,16:26:11,9.0,0.0,2.33,71.0,41.0,27.0,80.6,80.44,39
38,2016/5/18,16:26:17,9.0,0.0,2.33,47.75,41.0,27.0,80.6,80.44,39
39,2016/5/18,16:26:23,9.0,0.0,2.01,59.37,41.0,28.0,82.4,81.92,39
40,2016/5/18,16:26:29,9.0,0.0,2.01,53.56,41.0,28.0,82.4,81.92,39
