,0,1,2,3,4,5,6,7,8,9,10
67680,2016/6/9,0:0:0,5.0,0.0,0.03,71.83,39.0,35.0,95.0,98.46,38
67681,2016/6/9,0:0:6,5.0,0.0,0.03,75.98,39.0,35.0,95.0,98.46,38
67682,2016/6/9,0:0:12,5.0,0.0,0.03,87.6,40.0,34.0,93.2,95.77,39
67683,2016/6/9,0:0:19,5.0,0.0,0.03,66.02,41.0,34.0,93.2,96.24,39
67684,2016/6/9,0:0:25,5.0,0.0,0.03,66.85,40.0,34.0,93.2,95.77,38
67685,2016/6/9,0:0:31,5.0,0.0,0.03,66.02,40.0,34.0,93.2,95.77,39
67686,2016/6/9,0:0:37,5.0,0.0,0.03,69.34,41.0,34.0,93.2,96.24,39
67687,2016/6/9,0:0:43,5.0,0.0,0.02,81.79,40.0,34.0,93.2,95.77,38
67688,2016/6/9,0:0:49,5.0,0.0,0.03,64.36,41.0,34.0,93.2,96.24,38
67689,2016/6/9,0:0:55,5.0,0.0,0.03,83.45,41.0,34.0,93.2,96.24,38
67690,2016/6/9,0:1:1,5.0,0.0,0.03,85.94,41.0,34.0,93.2,96.24,38
67691,2016/6/9,0:1:7,5.0,0.0,0.03,69.34,40.0,34.0,93.2,95.77,38
67692,2016/6/9,0:1:13,5.0,0.0,SH,57.71,39.0,35.0,95.0,98.46,39
67693,2016/6/9,0:1:20,5.0,0.0,SH,53.56,40.0,34.0,93.2,95.77,39
67694,2016/6/9,0:1:26,5.0,0.0,SH,74.32,41.0,34.0,93.2,96.24,39
67695,2016/6/9,0:1:32,5.0,0.0,SH,65.19,40.0,34.0,93.2,95.77,39
67696,2016/6/9,0:1:38,5.0,0.0,SH,66.02,41.0,34.0,93.2,96.24,39
67697,2016/6/9,0:1:44,5.0,0.0,SH,75.15,40.0,34.0,93.2,95.77,39
67698,2016/6/9,0:1:50,5.0,0.0,SH,75.98,41.0,34.0,93.2,96.24,39
67699,2016/6/9,0:1:56,5.0,0.0,SH,80.13,40.0,34.0,93.2,95.77,39
67700,2016/6/9,0:2:2,5.0,0.0,SH,115.82,40.0,34.0,93.2,95.77,39
67701,2016/6/9,0:2:8,5.0,0.0,SH,85.94,41.0,34.0,93.2,96.24,39
67702,2016/6/9,0:2:14,5.0,0.0,0.03,70.17,40.0,34.0,93.2,95.77,38
67703,2016/6/9,0:2:21,5.0,0.0,0.03,61.87,41.0,34.0,93.2,96.24,38
67704,2016/6/9,0:2:27,5.0,0.0,0.03,70.17,40.0,34.0,93.2,95.77,39
67705,2016/6/9,0:2:33,5.0,0.0,0.03,71.83,41.0,34.0,93.2,96.24,39
67706,2016/6/9,0:2:39,5.0,0.0,0.03,63.53,41.0,34.0,93.2,96.24,38
67707,2016/6/9,0:2:45,5.0,0.0,0.03,141.55,41.0,34.0,93.2,96.24,39
67708,2016/6/9,0:2:51,5.0,0.0,0.03,74.32,40.0,34.0,93.2,95.77,38
67709,2016/6/9,0:2:57,5.0,0.0,0.03,66.02,40.0,34.0,93.2,95.77,38
67710,2016/6/9,0:3:3,5.0,0.0,0.03,75.98,40.0,34.0,93.2,95.77,38
67711,2016/6/9,0:3:9,5.0,0.0,0.03,63.53,40.0,34.0,93.2,95.77,38
67712,2016/6/9,0:3:15,5.0,0.0,0.03,102.54,41.0,34.0,93.2,96.24,39
67713,2016/6/9,0:3:22,5.0,0.0,0.03,74.32,40.0,34.0,93.2,95.77,38
67714,2016/6/9,0:3:28,5.0,0.0,0.03,79.3,40.0,34.0,93.2,95.77,38
67715,2016/6/9,0:3:34,5.0,0.0,0.03,72.66,40.0,34.0,93.2,95.77,39
67716,2016/6/9,0:3:40,5.0,0.0,0.03,60.21,41.0,34.0,93.2,96.24,39
67717,2016/6/9,0:3:46,5.0,0.0,SH,76.81,41.0,34.0,93.2,96.24,39
67718,2016/6/9,0:3:52,5.0,0.0,SH,51.9,41.0,34.0,93.2,96.24,39
67719,2016/6/9,0:3:58,5.0,0.0,SH,74.32,40.0,34.0,93.2,95.77,39
67720,2016/6/9,0:4:4,5.0,0.0,SH,85.94,40.0,34.0,93.2,95.77,39
67721,2016/6/9,0:4:10,5.0,0.0,SH,72.66,41.0,34.0,93.2,96.24,39
67722,2016/6/9,0:4:17,5.0,0.0,SH,134.08,40.0,34.0,93.2,95.77,39
67723,2016/6/9,0:4:23,5.0,0.0,SH,77.64,41.0,34.0,93.2,96.24,39
67724,2016/6/9,0:4:29,5.0,0.0,SH,68.51,41.0,34.0,93.2,96.24,39
67725,2016/6/9,0:4:35,5.0,0.0,SH,69.34,40.0,34.0,93.2,95.77,39
67726,2016/6/9,0:4:41,5.0,0.0,SH,61.87,40.0,34.0,93.2,95.77,39
